Cardiff West : Labour Party : 49% | Conservative Party : 30% | UKIP : 13% | Liberal Democrats : 5% | 
Islington South & Finsbury : Labour Party : 51% | Conservative Party : 21% | Liberal Democrats : 11% | UKIP : 7% | Green Party : 7% | Independent : 0% | 
Washington : Labour Party : 61% | Conservative Party : 25% | Liberal Democrats : 13% | 
